FBgn0261983	Bger_01352
FBgn0039358	Bger_04467
FBgn0038889	Bger_01093
FBgn0037688	Bger_18113
FBgn0043001	Bger_14832
FBgn0260446	Bger_16757
FBgn0036833	Bger_04397
FBgn0031419	Bger_10408
FBgn0020767	Bger_27648
FBgn0039463	Bger_20481
FBgn0039013	Bger_01239
FBgn0267976	Bger_08627
FBgn0261955	Bger_19606
FBgn0034129	Bger_06571
FBgn0027296	Bger_20401
FBgn0023197	Bger_12351
FBgn0002878	Bger_04215
FBgn0013764	Bger_25570
FBgn0035146	Bger_23433
FBgn0030799	Bger_13605
FBgn0001316	Bger_15276
FBgn0015904	Bger_25596
FBgn0264751	Bger_02595
FBgn0030291	Bger_05727
FBgn0034878	Bger_14639
FBgn0261286	Bger_14621
FBgn0038693	Bger_03381
FBgn0034967	Bger_23723
FBgn0034417	Bger_10937
FBgn0030686	Bger_07268
FBgn0038490	Bger_02685
FBgn0000633	Bger_27809
FBgn0039631	Bger_19463
FBgn0263697	Bger_20478
FBgn0000529	Bger_05189
FBgn0038868	Bger_05586
FBgn0031023	Bger_04462
FBgn0036287	Bger_03624
FBgn0033479	Bger_17506
FBgn0032105	Bger_13370
FBgn0038511	Bger_19510
FBgn0267432	Bger_18415
FBgn0053519	Bger_03611
FBgn0039680	Bger_18669
FBgn0031040	Bger_07860
FBgn0032216	Bger_20644
FBgn0023178	Bger_08811
FBgn0033988	Bger_16406
FBgn0030086	Bger_11302
FBgn0038686	Bger_00010
FBgn0036165	Bger_01043
FBgn0262579	Bger_10978
FBgn0036725	Bger_08141
FBgn0039341	Bger_01680
FBgn0050389	Bger_01738
FBgn0035825	Bger_02474
FBgn0032848	Bger_01193
FBgn0034098	Bger_02501
FBgn0037060	Bger_01127
FBgn0260460	Bger_07983
FBgn0025633	Bger_09879
FBgn0038571	Bger_04888
FBgn0033446	Bger_03980
FBgn0035481	Bger_08715
FBgn0260467	Bger_04103
FBgn0267429	Bger_17172
FBgn0261931	Bger_06914
FBgn0036680	Bger_16456
FBgn0030330	Bger_02823
FBgn0259241	Bger_26883
FBgn0019932	Bger_01681
FBgn0037942	Bger_27521
FBgn0036406	Bger_16407
FBgn0013681	Bger_21667
FBgn0023508	Bger_16213
FBgn0022029	Bger_23061
FBgn0015286	Bger_16502
FBgn0036742	Bger_22770
FBgn0029882	Bger_06803
FBgn0000052	Bger_15951
FBgn0029524	Bger_20672
FBgn0033354	Bger_16738
FBgn0032821	Bger_05190
FBgn0038331	Bger_12738
FBgn0038960	Bger_21177
FBgn0036666	Bger_12156
FBgn0034315	Bger_22950
FBgn0037109	Bger_13188
FBgn0000578	Bger_15711
FBgn0036945	Bger_00183
FBgn0038674	Bger_03747
FBgn0030551	Bger_21562
FBgn0033158	Bger_16168
FBgn0259979	Bger_00212
FBgn0026160	Bger_17397
FBgn0030847	Bger_27946
FBgn0002021	Bger_02879
FBgn0033500	Bger_27361
FBgn0053170	Bger_15626
FBgn0267033	Bger_18516
FBgn0032290	Bger_09118
FBgn0038617	Bger_15869
FBgn0036449	Bger_05619
FBgn0026372	Bger_26010
FBgn0034639	Bger_04660
FBgn0027574	Bger_01822
FBgn0039025	Bger_05600
FBgn0038428	Bger_26877
FBgn0038309	Bger_18064
FBgn0014141	Bger_01434
FBgn0030693	Bger_02397
FBgn0002593	Bger_19011
FBgn0260942	Bger_27437
FBgn0085450	Bger_00571
FBgn0028665	Bger_01992
FBgn0039726	Bger_06897
FBgn0000259	Bger_12505
FBgn0034371	Bger_23835
FBgn0020305	Bger_07944
FBgn0030122	Bger_05272
FBgn0026316	Bger_00849
FBgn0037130	Bger_13613
FBgn0035236	Bger_00280
FBgn0034877	Bger_15244
FBgn0039349	Bger_15688
FBgn0062413	Bger_03923
FBgn0026181	Bger_00040
FBgn0030449	Bger_19499
FBgn0083945	Bger_19035
FBgn0015929	Bger_23902
FBgn0004387	Bger_11689
FBgn0002044	Bger_16210
FBgn0004108	Bger_12388
FBgn0000615	Bger_10557
FBgn0030745	Bger_18987
FBgn0031260	Bger_07631
FBgn0051694	Bger_09395
FBgn0033728	Bger_20618
FBgn0002306	Bger_21325
FBgn0265523	Bger_12218
FBgn0040532	Bger_08207
FBgn0036133	Bger_02361
FBgn0032690	Bger_05088
FBgn0030328	Bger_03193
FBgn0038439	Bger_25865
FBgn0051638	Bger_21376
FBgn0033273	Bger_00119
FBgn0034691	Bger_03402
FBgn0010225	Bger_20392
FBgn0029870	Bger_19995
FBgn0029851	Bger_11076
FBgn0035308	Bger_23699
FBgn0267486	Bger_08106
FBgn0023215	Bger_01371
FBgn0029939	Bger_18690
FBgn0262582	Bger_06119
FBgn0032986	Bger_14253
FBgn0260960	Bger_12251
FBgn0034379	Bger_05366
FBgn0026751	Bger_21490
FBgn0016076	Bger_00773
FBgn0033209	Bger_21785
FBgn0027279	Bger_19086
FBgn0045073	Bger_18174
FBgn0260657	Bger_14275
FBgn0033713	Bger_06107
FBgn0031950	Bger_15080
FBgn0037672	Bger_10381
FBgn0266363	Bger_13401
FBgn0003334	Bger_07829
FBgn0083976	Bger_14826
FBgn0011276	Bger_13620
FBgn0002973	Bger_26118
FBgn0036237	Bger_07144
FBgn0024909	Bger_08939
FBgn0034264	Bger_16731
FBgn0031784	Bger_07995
FBgn0086346	Bger_02268
FBgn0011766	Bger_13863
FBgn0037014	Bger_12275
FBgn0039958	Bger_04864
FBgn0038302	Bger_02136
FBgn0039294	Bger_02158
FBgn0029681	Bger_07765
FBgn0037608	Bger_10013
FBgn0264002	Bger_22006
FBgn0038269	Bger_10070
FBgn0043806	Bger_10159
FBgn0011653	Bger_10576
FBgn0260771	Bger_13849
FBgn0034462	Bger_20830
FBgn0052204	Bger_01062
FBgn0037646	Bger_23502
FBgn0032244	Bger_04001
FBgn0046692	Bger_12288
FBgn0263997	Bger_12491
FBgn0030554	Bger_20785
FBgn0035298	Bger_23892
FBgn0034087	Bger_04677
FBgn0039254	Bger_24095
FBgn0037880	Bger_06316
FBgn0025390	Bger_00893
FBgn0283461	Bger_12813
FBgn0011300	Bger_00250
FBgn0031057	Bger_06330
FBgn0021761	Bger_10528
FBgn0086779	Bger_25121
FBgn0037894	Bger_08156
FBgn0037478	Bger_00845
FBgn0053927	Bger_17879
FBgn0261285	Bger_02276
FBgn0027334	Bger_13277
FBgn0031299	Bger_05478
FBgn0028691	Bger_16516
FBgn0036044	Bger_01170
FBgn0039026	Bger_13412
FBgn0021750	Bger_10530
FBgn0029687	Bger_06527
FBgn0011704	Bger_19769
FBgn0022774	Bger_15073
FBgn0030653	Bger_17828
FBgn0037379	Bger_22115
FBgn0039136	Bger_24904
FBgn0032249	Bger_01211
FBgn0039104	Bger_22936
FBgn0025336	Bger_10547
FBgn0261792	Bger_07908
FBgn0260463	Bger_11528
FBgn0265778	Bger_13859
FBgn0016794	Bger_17319
FBgn0026873	Bger_00060
FBgn0039902	Bger_07230
FBgn0026565	Bger_23013
FBgn0261553	Bger_17266
FBgn0085451	Bger_11895
FBgn0033392	Bger_26045
FBgn0000077	Bger_06585
FBgn0036428	Bger_06360
FBgn0039736	Bger_23790
FBgn0039835	Bger_26607
FBgn0260399	Bger_05912
FBgn0000394	Bger_08917
FBgn0002579	Bger_19219
FBgn0052982	Bger_05673
FBgn0038275	Bger_11662
FBgn0026250	Bger_18482
FBgn0023531	Bger_23364
FBgn0036263	Bger_28090
FBgn0025626	Bger_16256
FBgn0039339	Bger_09261
FBgn0040353	Bger_26432
FBgn0039560	Bger_06347
FBgn0028398	Bger_15973
FBgn0033075	Bger_20702
FBgn0035429	Bger_11186
FBgn0030992	Bger_23769
FBgn0039943	Bger_16318
FBgn0036775	Bger_00830
FBgn0037028	Bger_19415
FBgn0037106	Bger_08915
FBgn0031436	Bger_20589
FBgn0043903	Bger_01267
FBgn0037050	Bger_19773
FBgn0002524	Bger_03455
FBgn0259703	Bger_17168
FBgn0040281	Bger_10268
FBgn0025726	Bger_20921
FBgn0283659	Bger_01993
FBgn0010591	Bger_25960
FBgn0032013	Bger_00373
FBgn0050263	Bger_13269
FBgn0001222	Bger_17781
FBgn0034566	Bger_07771
FBgn0001989	Bger_25133
FBgn0035272	Bger_07344
FBgn0032235	Bger_22955
FBgn0262656	Bger_11276
FBgn0038223	Bger_03486
FBgn0019949	Bger_16590
FBgn0003888	Bger_15935
FBgn0036967	Bger_23936
FBgn0005771	Bger_28357
FBgn0030530	Bger_15145
FBgn0025865	Bger_00924
FBgn0034267	Bger_12106
FBgn0026418	Bger_19095
FBgn0027497	Bger_04885
FBgn0030465	Bger_14147
FBgn0263027	Bger_06926
FBgn0029685	Bger_06243
FBgn0033665	Bger_03077
FBgn0039900	Bger_27941
FBgn0029929	Bger_03965
FBgn0032292	Bger_00613
FBgn0069913	Bger_10616
FBgn0040324	Bger_25217
FBgn0025463	Bger_03205
FBgn0030274	Bger_18770
FBgn0003495	Bger_09349
FBgn0052441	Bger_07541
FBgn0034095	Bger_13915
FBgn0262717	Bger_23637
FBgn0030853	Bger_12357
FBgn0035424	Bger_22278
FBgn0029930	Bger_16713
FBgn0039827	Bger_05955
FBgn0028399	Bger_22918
FBgn0038013	Bger_19279
FBgn0031604	Bger_07285
FBgn0085417	Bger_13569
FBgn0011708	Bger_03050
FBgn0260972	Bger_07371
FBgn0039182	Bger_13907
FBgn0003515	Bger_08534
FBgn0031109	Bger_05149
FBgn0030174	Bger_19287
FBgn0020300	Bger_19743
FBgn0004391	Bger_02051
FBgn0037339	Bger_17031
FBgn0031568	Bger_01866
FBgn0031777	Bger_18485
FBgn0261112	Bger_06529
FBgn0032889	Bger_04322
FBgn0032058	Bger_04632
FBgn0027094	Bger_06620
FBgn0029092	Bger_15352
FBgn0052829	Bger_13967
FBgn0050105	Bger_15472
FBgn0040236	Bger_06619
FBgn0004897	Bger_12098
FBgn0031639	Bger_10658
FBgn0028292	Bger_00943
FBgn0034398	Bger_27712
FBgn0038678	Bger_25403
FBgn0037305	Bger_01201
FBgn0037574	Bger_01837
FBgn0030177	Bger_00534
FBgn0027582	Bger_21430
FBgn0044452	Bger_03803
FBgn0263131	Bger_18265
FBgn0030000	Bger_05716
FBgn0030357	Bger_21648
FBgn0086447	Bger_10324
FBgn0029838	Bger_18243
FBgn0033304	Bger_16968
FBgn0027348	Bger_00430
FBgn0034968	Bger_07939
FBgn0030217	Bger_22635
FBgn0260655	Bger_06699
FBgn0264743	Bger_00530
FBgn0015615	Bger_06235
FBgn0039161	Bger_07087
FBgn0030276	Bger_07272
FBgn0028953	Bger_17255
FBgn0032518	Bger_13054
FBgn0011661	Bger_07083
FBgn0000636	Bger_25354
FBgn0085412	Bger_04229
FBgn0037661	Bger_00447
FBgn0259166	Bger_11509
FBgn0267043	Bger_23261
FBgn0033663	Bger_06569
FBgn0011592	Bger_08943
FBgn0031635	Bger_06648
FBgn0063485	Bger_10449
FBgn0033578	Bger_06247
FBgn0033380	Bger_11173
FBgn0036844	Bger_08982
FBgn0030889	Bger_25167
FBgn0003482	Bger_18220
FBgn0037978	Bger_10572
FBgn0020369	Bger_03604
FBgn0051279	Bger_10148
FBgn0033208	Bger_21784
FBgn0037690	Bger_17250
FBgn0036771	Bger_16653
FBgn0031231	Bger_09104
FBgn0083983	Bger_00187
FBgn0036659	Bger_03416
FBgn0028479	Bger_14264
FBgn0032702	Bger_20384
FBgn0264502	Bger_07497
FBgn0085407	Bger_15665
FBgn0013756	Bger_23249
FBgn0010497	Bger_08483
FBgn0034031	Bger_27283
FBgn0263278	Bger_20736
FBgn0024833	Bger_01266
FBgn0023537	Bger_23821
FBgn0034060	Bger_11339
FBgn0031064	Bger_07479
FBgn0028487	Bger_02567
FBgn0002578	Bger_24700
FBgn0031375	Bger_06789
FBgn0013812	Bger_13296
FBgn0031050	Bger_12264
FBgn0028400	Bger_17675
FBgn0036488	Bger_23841
FBgn0030763	Bger_01152
FBgn0035333	Bger_04243
FBgn0028968	Bger_08977
FBgn0052512	Bger_11741
FBgn0031357	Bger_19608
FBgn0039741	Bger_11757
FBgn0030670	Bger_08874
FBgn0036144	Bger_21405
FBgn0000116	Bger_25159
FBgn0030930	Bger_07955
FBgn0052549	Bger_09313
FBgn0035283	Bger_16273
FBgn0038577	Bger_09271
FBgn0045866	Bger_09338
FBgn0000114	Bger_05006
FBgn0039897	Bger_17367
FBgn0004567	Bger_03163
FBgn0051072	Bger_03745
FBgn0030292	Bger_06702
FBgn0051619	Bger_21400
FBgn0010217	Bger_03760
FBgn0010416	Bger_00826
FBgn0267978	Apterous
FBgn0001091	Bger_01672
FBgn0044419	Bger_10623
FBgn0029737	Bger_15490
FBgn0037881	Bger_05040
FBgn0037949	Bger_03512
FBgn0037429	Bger_13163
FBgn0026404	Bger_19998
FBgn0030447	Bger_13252
FBgn0014879	Bger_06287
FBgn0039132	Bger_13417
FBgn0037669	Bger_23484
FBgn0000414	Bger_15417
FBgn0036239	Bger_24428
FBgn0001250	Bger_13179
FBgn0264606	Bger_27658
FBgn0061200	Bger_08912
FBgn0015268	Bger_11329
FBgn0038467	Bger_00184
FBgn0034602	Bger_02047
FBgn0032700	Bger_15248
FBgn0259168	Bger_01196
FBgn0033348	Bger_15113
FBgn0026390	Bger_20353
FBgn0046294	Bger_28021
FBgn0027620	Bger_00127
FBgn0038950	Bger_07745
FBgn0037679	Bger_06957
FBgn0036334	Bger_10073
FBgn0259986	Bger_18320
FBgn0038609	Bger_02639
FBgn0000257	Bger_18350
FBgn0037718	Bger_09429
FBgn0030082	Bger_15192
FBgn0259215	Bger_12692
FBgn0260004	Bger_12620
FBgn0260486	Bger_11902
FBgn0038320	Bger_01074
FBgn0031971	Bger_19967
FBgn0031535	Bger_17321
FBgn0267384	Bger_10371
FBgn0032790	Bger_15081
FBgn0030503	Bger_07849
FBgn0036373	Bger_12725
FBgn0034422	Bger_13992
FBgn0265003	Bger_17659
FBgn0027564	Bger_01317
FBgn0039857	Bger_05357
FBgn0259984	Bger_02362
FBgn0035334	Bger_04245
FBgn0043002	Bger_15390
FBgn0002781	Bger_05500
FBgn0031873	Bger_17843
FBgn0266282	Bger_23172
FBgn0086695	Bger_19590
FBgn0004882	Bger_02819
FBgn0030611	Bger_17820
FBgn0034579	Bger_18441
FBgn0027602	Bger_06123
FBgn0038366	Bger_00736
FBgn0052693	Bger_00097
FBgn0034021	Bger_04662
FBgn0086368	Bger_09137
FBgn0001491	Bger_01484
FBgn0031322	Bger_04285
FBgn0266098	Bger_10177
FBgn0033859	Bger_13246
FBgn0015550	Bger_07792
FBgn0035229	Bger_09745
FBgn0037188	Bger_12755
FBgn0046225	Bger_07206
FBgn0010355	Bger_11857
FBgn0011760	Bger_00861
FBgn0036446	Bger_11502
FBgn0036618	Bger_26955
FBgn0015589	Bger_02807
FBgn0032741	Bger_03517
FBgn0039200	Bger_21306
FBgn0053468	Bger_06229
FBgn0027515	Bger_31902
FBgn0050016	Bger_07103
FBgn0040751	Bger_04090
FBgn0052250	Bger_12353
FBgn0041174	Bger_01538
FBgn0034172	Bger_00450
FBgn0261836	Bger_06636
FBgn0262519	Bger_13183
FBgn0261588	Bger_09030
FBgn0266369	Bger_16231
FBgn0035570	Bger_24702
FBgn0262515	Bger_10519
FBgn0026597	Bger_08695
FBgn0035461	Bger_05932
FBgn0087012	Bger_26037
FBgn0038893	Bger_13867
FBgn0034951	Bger_15251
FBgn0266429	Bger_13486
FBgn0042132	Bger_28428
FBgn0037973	Bger_13353
FBgn0031373	Bger_09641
FBgn0011659	Bger_10286
FBgn0038246	Bger_02265
FBgn0030719	Bger_23080
FBgn0034989	Bger_03451
FBgn0260997	Bger_06412
FBgn0026415	Bger_26630
FBgn0085426	Bger_19977
FBgn0037897	Bger_07758
FBgn0037184	Bger_24071
FBgn0039066	Bger_07147
FBgn0051098	Bger_09359
FBgn0004574	Bger_23775
FBgn0015239	Bger_17556
FBgn0035371	Bger_01270
FBgn0039527	Bger_03479
FBgn0034488	Bger_17888
FBgn0052365	Bger_16642
FBgn0027338	Bger_01984
FBgn0259179	Bger_12076
FBgn0029831	Bger_03390
FBgn0033814	Bger_25442
FBgn0035431	Bger_11192
FBgn0265595	Bger_22099
FBgn0037011	Bger_00186
FBgn0038965	Bger_13415
FBgn0040493	Bger_05107
FBgn0034897	Bger_19576
FBgn0050356	Bger_27870
FBgn0038815	Bger_16597
FBgn0032223	Bger_01469
FBgn0031835	Bger_15483
FBgn0034982	Bger_07392
FBgn0035872	Bger_05748
FBgn0032402	Bger_17535
FBgn0037719	Bger_06137
FBgn0037712	Bger_20588
FBgn0086372	Bger_09511
FBgn0021796	Bger_07577
FBgn0004915	Bger_06313
FBgn0039008	Bger_17207
FBgn0030542	Bger_26769
FBgn0040388	Bger_23725
FBgn0031267	Bger_24637
FBgn0028850	Bger_14174
FBgn0027509	Bger_07413
FBgn0038662	Bger_03749
FBgn0032428	Bger_19340
FBgn0034850	Bger_04004
FBgn0001995	Bger_16892
FBgn0032598	Bger_01647
FBgn0267398	Bger_19487
FBgn0034997	Bger_15302
FBgn0259196	Bger_07145
FBgn0267431	Bger_00693
FBgn0027866	Bger_11112
FBgn0010548	Bger_14856
FBgn0026582	Bger_03141
FBgn0035328	Bger_12245
FBgn0051550	Bger_20155
FBgn0027587	Bger_08467
FBgn0283681	Bger_22500
FBgn0032431	Bger_06259
FBgn0031955	Bger_21183
FBgn0030753	Bger_22372
FBgn0030366	Bger_17663
FBgn0028497	Bger_14403
FBgn0035896	Bger_21552
FBgn0014863	Bger_03332
FBgn0040290	Bger_17707
FBgn0053969	Bger_02005
FBgn0051064	Bger_00500
FBgn0261547	Bger_08549
FBgn0035877	Bger_16142
FBgn0038912	Bger_10659
FBgn0024698	Bger_23383
FBgn0259739	Bger_02820
FBgn0032516	Bger_01128
FBgn0000395	Bger_14714
FBgn0015546	Bger_01772
FBgn0038147	Bger_02799
FBgn0017429	Bger_25904
FBgn0002441	Bger_03962
FBgn0000251	Caudal
FBgn0040070	Bger_05884
FBgn0262124	Bger_27458
FBgn0000659	Bger_08687
FBgn0031540	Bger_10214
FBgn0037344	Bger_09499
FBgn0031070	Bger_13148
FBgn0250816	Bger_01037
FBgn0004374	Bger_02647
FBgn0033960	Bger_10645
FBgn0011829	Bger_06471
FBgn0037815	Bger_22313
FBgn0038651	Bger_21079
FBgn0038723	Bger_03394
FBgn0020510	Bger_16184
FBgn0033597	Bger_20162
FBgn0028411	Bger_19420
FBgn0031776	Bger_17058
FBgn0029888	Bger_10902
FBgn0038953	Bger_16303
FBgn0033624	Bger_14458
FBgn0064123	Bger_25873
FBgn0036571	Bger_03291
FBgn0034647	Bger_00547
FBgn0264005	Bger_14995
FBgn0051713	Bger_16058
FBgn0037550	Bger_15196
FBgn0027864	Bger_23774
FBgn0032005	Bger_07284
FBgn0031473	Bger_18282
FBgn0051159	Bger_06917
FBgn0033906	Bger_16056
FBgn0052113	Bger_07729
FBgn0030345	Bger_10977
FBgn0003416	Bger_23561
FBgn0037644	Bger_15568
FBgn0036733	Bger_07612
FBgn0031860	Bger_05345
FBgn0010611	Bger_02739
FBgn0011640	Bger_08676
FBgn0267977	Bger_06930
FBgn0035594	Bger_24247
FBgn0039566	Bger_04910
FBgn0004837	Bger_05252
FBgn0033690	Bger_12496
FBgn0015600	Bger_02375
FBgn0032810	Bger_12412
FBgn0260746	Bger_24075
FBgn0038760	Bger_13993
FBgn0004432	Bger_04930
FBgn0263738	Bger_02424
FBgn0053958	Bger_08891
FBgn0047135	Bger_26261
FBgn0038324	Bger_02149
FBgn0003248	Bger_09562
FBgn0034446	Bger_08841
FBgn0035848	Bger_04610
FBgn0000575	Bger_10984
FBgn0034614	Bger_27518
FBgn0031926	Bger_11038
FBgn0263346	Bger_27110
FBgn0263355	Bger_26191
FBgn0263510	Bger_24358
FBgn0267326	Bger_07990
FBgn0038870	Bger_23241
FBgn0000256	Bger_13663
FBgn0263846	Bger_19251
FBgn0030723	Bger_16670
FBgn0085453	Bger_10845
FBgn0023023	Bger_09166
FBgn0031850	Bger_18440
FBgn0266756	Bger_07173
FBgn0036059	Bger_01472
FBgn0031659	Bger_01630
FBgn0014930	Bger_12173
FBgn0024352	Bger_03875
FBgn0038627	Bger_04069
FBgn0037324	Bger_20370
FBgn0030638	Bger_24867
FBgn0004638	Bger_03191
FBgn0023542	Bger_05435
FBgn0003275	Bger_06225
FBgn0032240	Bger_05784
FBgn0001301	Bger_14947
FBgn0032076	Bger_03781
FBgn0039927	Bger_25148
FBgn0020257	Bger_15412
FBgn0053544	Bger_21122
FBgn0010078	Bger_08945
FBgn0034304	Bger_00890
FBgn0037153	Bger_03861
FBgn0053774	Bger_15083
FBgn0038039	Bger_20940
FBgn0024288	Bger_18787
FBgn0010488	Bger_04743
FBgn0040890	Bger_05199
FBgn0033359	Bger_26518
FBgn0039112	Bger_20994
FBgn0023081	Bger_15639
FBgn0031407	Bger_18086
FBgn0031820	Bger_13503
FBgn0051800	Bger_02422
FBgn0014023	Bger_25767
FBgn0267912	Bger_03351
FBgn0032949	Bger_19342
FBgn0030105	Bger_23981
FBgn0000221	Bger_15475
FBgn0033845	Bger_10282
FBgn0261710	Bger_15220
FBgn0036984	Bger_08787
FBgn0037912	Bger_08281
FBgn0027538	Bger_09579
FBgn0030417	Bger_12219
FBgn0030311	Bger_04680
FBgn0039620	Bger_10393
FBgn0005561	Bger_15494
FBgn0050051	Bger_14546
FBgn0036813	Bger_01978
FBgn0034646	Bger_05104
FBgn0033160	Bger_15112
FBgn0004811	Bger_14169
FBgn0033556	Bger_07564
FBgn0003517	Bger_03189
FBgn0033471	Bger_14457
FBgn0036888	Bger_19954
FBgn0003117	Bger_21030
FBgn0035499	Bger_13123
FBgn0033913	Bger_21417
FBgn0033465	Bger_22900
FBgn0013770	Bger_04502
FBgn0038901	burs
FBgn0040251	Bger_03502
FBgn0010575	Bger_14438
FBgn0003174	Bger_13280
FBgn0264785	Bger_18820
FBgn0025679	Bger_00880
FBgn0037026	Bger_11828
FBgn0011288	Bger_22961
FBgn0024996	Bger_15473
FBgn0039154	Bger_22058
FBgn0045759	Bger_08909
FBgn0053181	Bger_05483
FBgn0032361	Bger_01623
FBgn0086357	Bger_12721
FBgn0051548	Bger_11007
FBgn0260484	Bger_01835
FBgn0037543	Bger_05742
FBgn0034720	Bger_17966
FBgn0032195	Bger_04618
FBgn0030863	Bger_01812
FBgn0243486	Bger_26126
FBgn0041604	Bger_11760
FBgn0036975	Bger_10785
FBgn0027885	Bger_12892
FBgn0051028	Bger_15463
FBgn0029925	Bger_03934
FBgn0020306	Bger_18960
FBgn0010621	Bger_17089
FBgn0036286	Bger_03625
FBgn0034658	Bger_01004
FBgn0015360	Bger_13437
FBgn0033341	Bger_22874
FBgn0025457	Bger_12687
FBgn0028970	Bger_09902
FBgn0011281	Bger_03448
FBgn0037376	Bger_22169
FBgn0035027	Bger_18998
FBgn0030769	Bger_10069
FBgn0085433	Bger_16150
FBgn0039876	Bger_16654
FBgn0026439	Bger_00360
FBgn0032078	Bger_23584
FBgn0037657	Bger_04026
FBgn0030915	Bger_20175
FBgn0000535	Bger_27794
FBgn0027093	Bger_02261
FBgn0052939	Bger_02412
FBgn0064225	Bger_08756
FBgn0262030	Bger_11661
FBgn0265434	Bger_07131
FBgn0027080	Bger_11516
FBgn0015379	Bger_09889
FBgn0037917	Bger_01973
FBgn0010382	Bger_17507
FBgn0028740	Bger_12347
FBgn0032913	Bger_06999
FBgn0031904	Bger_09488
FBgn0036480	Bger_07358
FBgn0032907	Bger_12823
FBgn0250903	Bger_11267
FBgn0039543	Bger_03838
FBgn0038016	Bger_02156
FBgn0036909	Bger_11954
FBgn0031651	Bger_07896
FBgn0086687	Bger_17825
FBgn0035951	Bger_13519
FBgn0038881	Bger_19915
FBgn0002031	Bger_05230
FBgn0025558	Bger_12609
FBgn0264325	Bger_10379
FBgn0052354	Bger_02897
FBgn0259791	Bger_18274
FBgn0029999	Bger_04911
FBgn0259203	Bger_02367
FBgn0034674	Bger_06248
FBgn0032420	Bger_12708
FBgn0034253	Bger_00590
FBgn0039385	Bger_21216
FBgn0013765	Bger_19185
FBgn0259173	Bger_16624
FBgn0036552	Bger_21650
FBgn0017581	Bger_09381
FBgn0283500	Bger_09631
FBgn0038397	Bger_18638
FBgn0033717	Bger_01658
FBgn0040078	Bger_12722
FBgn0037981	Bger_23125
FBgn0038763	Bger_03013
FBgn0041096	Bger_21266
FBgn0034734	Bger_11812
FBgn0015795	Bger_17330
FBgn0027579	Bger_11784
FBgn0030482	Bger_18170
FBgn0032629	Bger_22326
FBgn0003612	Bger_11142
FBgn0038958	Bger_28036
FBgn0039478	Bger_02841
FBgn0051716	Bger_01420
FBgn0250839	Bger_04721
FBgn0035246	Bger_04384
FBgn0266111	Bger_10976
FBgn0034925	Bger_16599
FBgn0000247	Bger_16221
FBgn0037933	Bger_04253
FBgn0031361	Bger_19383
FBgn0037873	Bger_06315
FBgn0034117	Bger_01593
FBgn0014870	Bger_09492
FBgn0036734	Bger_14586
FBgn0261446	Bger_13645
FBgn0027547	Bger_15008
FBgn0000339	Bger_01628
FBgn0039757	Bger_20715
FBgn0038524	Bger_17157
FBgn0043455	Bger_16917
FBgn0261593	Bger_02949
FBgn0015618	Bger_04510
FBgn0027780	Bger_24841
FBgn0086378	Bger_10770
FBgn0032749	Bger_00387
FBgn0052068	Bger_25826
FBgn0031600	Bger_22622
FBgn0035753	Bger_00341
FBgn0020443	Bger_14585
FBgn0001098	Bger_06240
FBgn0015376	Bger_01024
FBgn0030391	Bger_03395
FBgn0039770	Bger_26351
FBgn0038123	Bger_26520
FBgn0033767	Bger_16848
FBgn0259216	Bger_12014
FBgn0029975	Bger_03874
FBgn0087039	Bger_04560
FBgn0034232	Bger_02915
FBgn0051390	Bger_12893
FBgn0035422	Bger_05542
FBgn0025820	Bger_18883
FBgn0036481	Bger_07359
FBgn0011655	Medea
FBgn0026533	Bger_07906
FBgn0040389	Bger_18208
FBgn0015803	Bger_07987
FBgn0051660	Bger_04741
FBgn0261641	Bger_02349
FBgn0010473	Bger_07593
FBgn0037235	Bger_21397
FBgn0040227	Bger_07127
FBgn0034128	Bger_13623
FBgn0001108	Bger_08170
FBgn0001942	Bger_14510
FBgn0003187	Bger_00078
FBgn0004396	Bger_12421
FBgn0039738	Bger_25777
FBgn0265356	Bger_08819
FBgn0033405	Bger_12845
FBgn0033540	Bger_24316
FBgn0039559	Bger_02966
FBgn0027507	Bger_08755
FBgn0052536	Bger_28039
FBgn0010215	Bger_25646
FBgn0032666	Bger_18582
FBgn0035542	Bger_07437
FBgn0261552	Bger_09135
FBgn0038146	Bger_22912
FBgn0267350	Bger_07710
FBgn0031098	Bger_00041
FBgn0036257	Bger_13824
FBgn0032934	Bger_14441
FBgn0033948	Bger_20606
FBgn0033724	Bger_03015
FBgn0035397	Bger_03572
FBgn0029161	Bger_12483
FBgn0000083	Bger_23623
FBgn0038656	Bger_26249
FBgn0035511	Bger_10503
FBgn0034797	Bger_20533
FBgn0036685	Bger_11655
FBgn0004359	Bger_24170
FBgn0050169	Bger_16640
FBgn0030802	Bger_06374
FBgn0038057	Bger_11301
FBgn0262127	Bger_12889
FBgn0028969	Bger_00072
FBgn0030669	Bger_05616
FBgn0017430	Bger_21020
FBgn0013680	Bger_09430
FBgn0051248	Bger_21152
FBgn0016123	Bger_10039
FBgn0014869	Bger_08240
FBgn0038602	Bger_12517
FBgn0031765	Bger_15699
FBgn0032482	Bger_17543
FBgn0014006	Bger_13832
FBgn0023214	Bger_19020
FBgn0039252	Bger_00283
FBgn0052442	Bger_16916
FBgn0030038	Bger_25000
FBgn0264598	Bger_07044
FBgn0027491	Bger_00994
FBgn0026777	Bger_02744
FBgn0011204	Bger_00666
FBgn0262614	Bger_15362
